attr_name	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Control9	Control10	Control11	Control12	Control13	Control14	Control15	Control16	Control17	Control18
CLSPN	147.688233264412	713.360209631957	241.949868634624	190.064727730931	134.627817796659	235.03999076412	218.338416988045	40.1054696774801	157.331339571617	88.878932635991	515.79511169785	144.186834553905	171.097292428026	154.091667742028	78.0612179046312	65.7719503504831	119.888429629046	333.831357301348
COL8A2	45.7625511523531	40.6344423208077	41.7755168865537	84.4732123248581	89.7518785311059	130.577772646734	53.0426662739318	71.2986127599646	69.2257894115115	72.3616088717803	91.2560582234658	61.17017223499	29.4995331772459	110.447206936482	46.988305923176	62.4276138919839	49.6579294321491	51.176976944782
CSF3R	31.2017394220589	699.815395525021	52.2193961081922	65.9946971287954	71.2735505982312	71.8177749557035	135.690541630988	174.681601261913	62.9325358286468	128.20589397935	574.176316648266	77.5550397979338	192.16838755463	88.1796248928367	99.281743160259	41.2468163214894	129.110616523588	344.066752690304
RSPO1	43.6824351908825	22.5746901782265	6.96258614775895	19.7984091386386	51.4753420987225	32.6444431616834	14.8026045415624	31.1931430824845	20.9775119428823	23.5961768060153	37.4093157934705	22.9388145881213	15.171188491155	15.141955789679	81.8505974145647	40.1320375019897	29.0853586674016	62.1997104405813
LEPRE1	156.008697110295	66.5953360257682	230.635666144515	246.820167261695	97.6711619309094	110.991106749724	187.499657526457	43.6704003154783	163.624593154482	157.307845373435	82.1871331826245	128.894291495158	117.998132708983	230.692149972169	87.9136046304584	127.642174832717	95.0594649129712	203.920569672285
MPL	14.5608117302942	53.0505219188323	4.35161634234935	5.27957577030363	6.59940283316955	52.2311090586934	8.63485264924471	20.4983511684898	14.6842583600176	3.14615690746871	32.8748532730498	10.9232450419625	20.22825132154	2.67210984523748	17.4311457456943	3.901725868249	9.93158588642983	9.44805728211361
PDZK1IP1	4.16023192294119	62.0803979901229	5.22193961081922	3.95968182772772	1.31988056663391	6.52888863233668	1.23355037846353	9.80355925449513	8.3910047771529	1.57307845373435	53.2799346149428	2.1846490083925	2.5285314151925	8.90703281745825	12.1260144317874	1.11477881949971	4.25639395132707	9.44805728211361
TAL1	180.970088647942	2199.90355786817	145.343985834468	149.148015511078	184.783279328747	267.684433925804	112.253084440181	146.162156157927	159.429090765905	151.802070785365	1229.9729586641	183.51051670497	447.550060489073	98.8680642737866	225.089142890053	99.7727043452243	251.836642120185	370.836248322959
AK4	47.8426671138237	59.8229289723002	34.8129307387948	150.467909453653	72.5934311648651	84.8755522203768	186.266107147993	344.015806566829	113.278564491564	160.454002280904	91.2560582234658	95.0322318650738	97.7698813874434	84.6168117658534	170.52207794701	85.2805796917281	82.29028305899	176.363735932787
LEPR	542.910265943826	1040.69321721624	207.136937895829	504.199486063997	2596.2050745689	600.657754174974	569.900274850151	7165.51058237644	960.770046984008	1084.63759384984	1282.686085464	1785.95056436087	2308.54918207076	820.337722487905	4760.21854037853	2859.40767201676	3307.21810018113	2413.19129747318
TTLL7	168.489392879118	45.149380356453	45.2568099604332	67.3145910713713	81.8325951313025	71.8177749557035	180.098355255675	89.1232659499557	165.72234434877	100.677021038999	67.4501299912574	66.6317947559713	64.0561291848767	65.0213395674452	90.1872323364185	52.3946045164865	66.6835052374574	74.7971201500661
GFI1	8.32046384588238	325.075538566462	25.2393747856262	23.7580909663663	67.3139088983294	65.2888863233668	29.6052090831247	100.70929052345	39.8572726914763	28.3154121672184	281.136676266081	67.7241192601676	144.126290665973	26.7210984523748	42.4410505112558	58.5258880237349	89.3842729778684	122.824744667477
LOC100131564	228.812755761766	235.905512362467	177.545946767853	50.1559698178845	81.8325951313025	104.462218117387	157.894448443332	208.548442322896	163.624593154482	92.0250895434597	64.0492831009419	207.541655797288	305.109457433229	47.2072739325287	81.8505974145647	66.8867291699828	325.614137276521	65.3490628679525
TMEM56	41.6023192294119	1040.69321721624	39.1645470811441	80.5135304971304	114.82960929715	156.69332717608	140.624743144842	242.41528338388	94.3988037429702	55.8442851075696	1354.67067797567	77.5550397979338	330.394771585154	326.888104400718	281.929835539056	107.576156081722	146.136192328896	452.71941143461
LPPR4	135.207537495589	27.0896282138718	31.3316376649153	199.303985328962	143.866981763096	150.164438543744	122.121487467889	52.5827269104739	109.083062102988	125.059737071881	40.2433548687334	55.7085497140088	30.34237698231	60.5678231587161	19.7047734516545	35.115532814241	80.8714850752143	44.8782720900396
COL11A1	2271.48662992589	1412.04687064807	5323.76743323019	5510.55721025441	3041.00482552453	4426.58649272427	1819.48680823371	958.075108962024	2557.15870583735	4751.48346950462	2780.19233283292	2030.63125330083	802.387302421087	2674.78195508271	1268.68425992575	739.09835732831	1308.13174104119	3524.12536622838
